id,name,Category,subcategory,description,website,github,license,platforms,tags,difficulty,self_hosted,year_started
bitwarden,Bitwarden,Security,password-managers|authentication,"""Password manager for securely storing and syncing credentials using end-to-end encryption, with support for vault organization and cross-device access.""",https://bitwarden.com/,https://github.com/bitwarden/,AGPL,web|linux|macos|windows|android|ios,cross-platform|encrypted|end-to-end-encryption|privacy-focused|synchronization|cloud|self-hosted|no-tracking,beginner,TRUE,2016
syncthing,Syncthing,Privacy,file-storage|backup|network-communication,"""Peer-to-peer file synchronization tool that keeps folders in sync across devices without relying on a central server, using encrypted connections.""",https://syncthing.net/,https://github.com/syncthing/syncthing/,MPL,linux|macos|windows|android|ios,cross-platform|synchronization|local-first|encrypted|privacy-focused|self-hosted|file-management|no-tracking,intermediate,TRUE,2014
element,Element,Privacy,messaging|network-communication,"""Messaging client built on the Matrix protocol for real-time communication, offering encrypted chat, voice, and video with support for group collaboration.""",https://element.io/,https://github.com/element-hq/element-web/,GPL,web|linux|macos|windows|android|ios,cross-platform|real-time|collaborative|multi-user|encrypted|end-to-end-encryption|privacy-focused,beginner,FALSE,2019
penpot,Penpot,Design,ui-ux|collaboration,"""Design and prototyping platform for creating user interfaces collaboratively in the browser, with support for real-time editing, reusable components, and self-hosted deployment.""",https://penpot.app/,https://github.com/penpot/penpot/,MPL,web,self-hosted|collaborative|real-time|multi-user|customizable,intermediate,TRUE,2021
firefox,Firefox,Privacy,browsers,"""Web browser focused on privacy and user control, with support for extensions, customization, and modern web standards across desktop and mobile devices.""",https://www.mozilla.org/firefox/,https://github.com/mozilla/gecko-dev/,MPL,linux|macos|windows|android|ios,cross-platform|privacy-focused|customizable|extensible|plugin-based|no-tracking,beginner,FALSE,2002
signal,Signal,Privacy,messaging,"""Messaging application for secure communication, offering end-to-end encrypted text, voice, and video with support for private group conversations.""",https://signal.org/,https://github.com/signalapp/,AGPL,android|ios|linux|macos|windows,cross-platform|real-time|encrypted|end-to-end-encryption|privacy-focused|multi-user|no-tracking,beginner,FALSE,2014
tor-browser,Tor Browser,Privacy,browsers,"""Privacy-focused web browser that routes traffic through the Tor network to anonymize browsing activity and protect against tracking and surveillance.""",https://www.torproject.org/,https://github.com/torproject/tor-browser/,MIT,linux|macos|windows|android,cross-platform|privacy-focused|anonymous|no-tracking,beginner,FALSE,2008
docker,Docker,Development,devops,"""Containerization platform for building, packaging, and running applications in isolated environments, enabling consistent deployment across systems.""",https://www.docker.com/,https://github.com/docker/,Apache,web|linux|macos|windows,cross-platform|cli|api|automation|advanced-users,intermediate,FALSE,2013
git,Git,Development,version-control|collaboration,"""Distributed version control system for tracking changes in source code, enabling branching, merging, and collaboration across development workflows.""",https://git-scm.com/,https://github.com/git/git/,GPL,linux|macos|windows,cross-platform|cli|advanced-users|version-control,intermediate,FALSE,2005
gitlab,GitLab,Development,version-control|collaboration|devops,"""Platform for managing source code repositories, CI/CD pipelines, and project collaboration, available as both a hosted service and self-hosted solution.""",https://about.gitlab.com/,https://github.com/gitlabhq/gitlabhq/,MIT,web|linux,self-hosted|cloud|multi-user|collaborative|api|customizable|version-control,intermediate,TRUE,2011
gitea,Gitea,Development,version-control|collaboration,"""Lightweight Git hosting service for managing repositories, issues, and collaboration workflows, designed for easy self-hosted deployment.""",https://gitea.io/,https://github.com/go-gitea/gitea/,MIT,web|linux|macos|windows,self-hosted|multi-user|collaborative|lightweight|customizable|version-control,beginner,TRUE,2016
kdenlive,Kdenlive,Media,video-editing,"""Non-linear video editor for creating and editing video projects with timeline-based workflows, effects, transitions, and multi-track support.""",https://kdenlive.org/,https://github.com/KDE/kdenlive/,GPL,linux|macos|windows,cross-platform|offline-capable|customizable|advanced-users,intermediate,FALSE,2003
handbrake,HandBrake,Media,video-editing|data-processing|compression,"""Video transcoder for converting media files between formats, with controls for compression, codecs, and output optimization.""",https://handbrake.fr/,https://github.com/HandBrake/HandBrake/,GPL,linux|macos|windows,cross-platform|offline-capable|customizable,beginner,FALSE,2003
darktable,Darktable,Design,image-editing,"""Photo processing application for managing and editing raw images with non-destructive workflows, color correction tools, and advanced photographic controls.""",https://www.darktable.org/,https://github.com/darktable-org/darktable/,GPL,linux|macos|windows,cross-platform|offline-capable|advanced-users|customizable,intermediate,FALSE,2009
neovim,Neovim,Development,code-editing,"""Text editor designed for extensibility and keyboard-driven workflows, offering modernized Vim features with support for plugins, scripting, and customization.""",https://neovim.io/,https://github.com/neovim/neovim/,Apache,linux|macos|windows,cross-platform|cli|extensible|customizable|advanced-users,advanced,FALSE,2014
home-assistant,Home Assistant,Utilities,system-tools|ai-automation|network-communication,"""Home automation platform for controlling smart devices, automating routines, and integrating services across a locally hosted environment.""",https://www.home-assistant.io/,https://github.com/home-assistant/core/,Apache,linux|macos|windows|web,self-hosted|automation|api|extensible|customizable|multi-user,intermediate,TRUE,2013
jellyfin,Jellyfin,Media,media-players|streaming,"""Media server for organizing, streaming, and accessing video, music, and other content across devices with user accounts and library management features.""",https://jellyfin.org/,https://github.com/jellyfin/jellyfin/,GPL,linux|macos|windows|android|ios|web,self-hosted|library-management|synchronization|multi-user|cross-platform|no-tracking,beginner,TRUE,2018
transmission,Transmission,Networking,network-communication,"""BitTorrent client focused on simplicity and efficiency, offering downloading, seeding, and remote management with a minimal interface.""",https://transmissionbt.com/,https://github.com/transmission/transmission/,GPL,linux|macos|windows,cross-platform|offline-capable|lightweight|customizable,beginner,FALSE,2005
calibre,Calibre,Media,media-players|document-editing|file-management,"""Ebook management software for organizing, converting, and reading digital books, with support for metadata editing and device syncing.""",https://calibre-ebook.com/,https://github.com/kovidgoyal/calibre/,GPL,linux|macos|windows,cross-platform|offline-capable|library-management|customizable,beginner,FALSE,2006
gparted,GParted,Utilities,system-tools,"""Disk partition editor for creating, resizing, and managing storage partitions, commonly used for system setup and maintenance tasks.""",https://gparted.org/,https://github.com/GNOME/gparted/,GPL,linux,offline-capable|advanced-users,intermediate,FALSE,2004
nixos,NixOS,Utilities,system-tools,"""Linux distribution built around declarative configuration, allowing users to define system state reproducibly with version-controlled configuration files.""",https://nixos.org/,https://github.com/NixOS/nixpkgs/,MIT,linux,customizable|advanced-users,advanced,FALSE,2003
homebrew,Homebrew,Development,package-management,"""Package manager for installing and managing software on macOS and Linux systems through a command-line interface and formula-based system.""",https://brew.sh/,https://github.com/Homebrew/brew/,BSD,linux|macos,cli|cross-platform|automation|advanced-users,beginner,FALSE,2009
logseq,Logseq,Productivity,note-taking|knowledge-base,"""Knowledge management and note-taking app that organizes information using linked pages and local files, with support for outlining and bidirectional links.""",https://logseq.com/,https://github.com/logseq/logseq/,AGPL,linux|macos|windows|android|ios,cross-platform|local-first|knowledge-management|offline-capable|customizable,beginner,FALSE,2020
frigate,Frigate,Utilities,system-tools|ai-automation|network-communication,"""Video surveillance system that uses object detection to monitor camera feeds, providing real-time alerts and event recording optimized for local deployment.""",https://frigate.video/,https://github.com/blakeblackshear/frigate/,MIT,linux|web,self-hosted|real-time|multi-user|api,advanced,TRUE,2020
matomo,Matomo,Data,analytics,"""Web analytics platform for tracking website traffic and user behavior, offering detailed reports and dashboards while keeping data under user control.""",https://matomo.org/,https://github.com/matomo-org/matomo/,GPL,web|linux,self-hosted|api|privacy-focused|customizable,intermediate,TRUE,2007
postgresql,PostgreSQL,Data,databases,"""Relational database system for storing and querying structured data, supporting advanced indexing, transactions, and extensible data types.""",https://www.postgresql.org/,https://github.com/postgres/postgres/,PostgreSQL,linux|macos|windows,cross-platform|api|advanced-users|database,advanced,FALSE,1996
pgadmin,pgAdmin,Data,databases,"""Graphical interface for managing PostgreSQL databases, providing tools for query execution, database design, and administration.""",https://www.pgadmin.org/,https://github.com/pgadmin-org/pgadmin4/,PostgreSQL,web|linux|macos|windows,cross-platform|api|multi-user|customizable|database,intermediate,FALSE,2002
dbeaver,DBeaver Community,Data,databases,"""Database management tool for working with SQL databases, offering query editing, data visualization, and support for multiple database systems.""",https://dbeaver.io/,https://github.com/dbeaver/dbeaver/,Apache,linux|macos|windows,cross-platform|api|customizable|advanced-users|database,beginner,FALSE,2011
grafana,Grafana,Data,data-visualization,"""Visualization platform for building dashboards and monitoring data from multiple sources, with support for real-time metrics and alerting.""",https://grafana.com/,https://github.com/grafana/grafana/,AGPL,web|linux|macos|windows,self-hosted|api|customizable|multi-user|monitoring,intermediate,TRUE,2014
prometheus,Prometheus,Data,data-processing|analytics,"""Monitoring and alerting system that collects time-series metrics from services and provides querying, visualization, and alerting capabilities.""",https://prometheus.io/,https://github.com/prometheus/prometheus/,Apache,linux|macos|windows,self-hosted|api|advanced-users|monitoring,advanced,TRUE,2014
kicad,KiCad,Design,vector-graphics|3d-modeling,"""Electronic design automation suite for creating schematics and printed circuit board layouts, with tools for simulation and manufacturing preparation.""",https://www.kicad.org/,https://github.com/KiCad/kicad-source-mirror/,GPL,linux|macos|windows,cross-platform|offline-capable|customizable|advanced-users,advanced,FALSE,1992
rawtherapee,RawTherapee,Design,image-editing,"""Photo editing software for processing raw images with non-destructive adjustments, advanced color correction, and detailed image control.""",https://rawtherapee.com/,https://github.com/Beep6581/RawTherapee/,GPL,linux|macos|windows,cross-platform|offline-capable|advanced-users|customizable,intermediate,FALSE,2010
prusaslicer,PrusaSlicer,Utilities,system-tools|3d-modeling,"""3D printing slicer for preparing models for printing, generating toolpaths, and configuring printer settings for different materials and hardware.""",https://www.prusa3d.com/prusaslicer/,https://github.com/prusa3d/PrusaSlicer/,AGPL,linux|macos|windows,cross-platform|offline-capable|customizable|advanced-users,intermediate,FALSE,2019
zotero,Zotero,Productivity,knowledge-base,"""Research and reference management tool for collecting, organizing, citing, and sharing sources, with browser integration and syncing across devices.""",https://www.zotero.org/,https://github.com/zotero/zotero/,AGPL,linux|macos|windows|ios,cross-platform|offline-capable|synchronization|organization|multi-user,beginner,FALSE,2006
beekeeper-studio,Beekeeper Studio,Data,databases,"""Database client for querying and managing SQL databases, with features for editing data, running queries, and organizing connections in a user-friendly interface.""",https://www.beekeeperstudio.io/,https://github.com/beekeeper-studio/beekeeper-studio/,GPL,linux|macos|windows,cross-platform|offline-capable|customizable|advanced-users|database,beginner,FALSE,2020
immich,Immich,Privacy,file-storage|image-editing,"""Self-hosted photo and video management platform with automatic backups, timeline browsing, and mobile apps for syncing and viewing media.""",https://immich.app/,https://github.com/immich-app/immich/,AGPL,web|linux|macos|windows|android|ios,self-hosted|synchronization|multi-user|library-management|api|file-management,beginner,TRUE,2022
photoprism,PhotoPrism,Privacy,file-storage|image-editing,"""Photo management application for organizing, browsing, and searching large image collections, with features like tagging, metadata analysis, and face recognition.""",https://www.photoprism.app/,https://github.com/photoprism/photoprism/,AGPL,web|linux|macos|windows,self-hosted|library-management|synchronization|multi-user|api|privacy-focused|file-management,intermediate,TRUE,2022
digikam,digiKam,Design,file-storage|image-editing,"""Photo management software for organizing, tagging, and editing large collections of images, with support for metadata, batch processing, and advanced workflows.""s",https://www.digikam.org/,https://github.com/KDE/digikam/,GPL,linux|macos|windows,cross-platform|offline-capable|library-management|customizable|advanced-users,intermediate,FALSE,2009
jan,Jan,AI,llm-tools|local-ai,"""Desktop application for running and interacting with language models locally, providing a private chat interface without requiring cloud services.""",https://jan.ai/,https://github.com/janhq/jan/,AGPL,linux|macos|windows,cross-platform|offline-capable|local-first|privacy-focused,beginner,FALSE,2024
gpt4all,GPT4All,AI,llm-tools|local-ai,"""Local language model platform for running AI models on personal devices, enabling offline chat, text generation, and experimentation.""",https://gpt4all.io/,https://github.com/nomic-ai/gpt4all/,MIT,linux|macos|windows,cross-platform|offline-capable|local-first|privacy-focused|llm,beginner,FALSE,2023
librechat,LibreChat,AI,llm-tools,"""Self-hosted chat interface for interacting with language models, supporting multiple providers, conversation management, and extensible integrations.""",https://www.librechat.ai/,https://github.com/danny-avila/LibreChat/,MIT,web|linux|macos|windows,self-hosted|multi-user|api|llm|customizable,intermediate,TRUE,2023
comfyui,ComfyUI,AI,image-generation|local-ai,"""Node-based interface for building and running image generation workflows, allowing users to visually compose pipelines for generative models.""",https://github.com/comfy-org/ComfyUI/,https://github.com/comfy-org/ComfyUI/,GPL,linux|macos|windows,cross-platform|offline-capable|extensible|customizable|advanced-users,advanced,FALSE,2023
invokeai,InvokeAI,AI,image-generation|local-ai,"""Image generation tool for creating and editing visuals using generative models, with controls for prompts, styles, and iterative refinement.""",https://github.com/invoke-ai/InvokeAI/,https://github.com/invoke-ai/InvokeAI/,Apache,linux|macos|windows,cross-platform|offline-capable|customizable|advanced-users,intermediate,FALSE,2022
librelingo,LibreLingo,Education,language-learning|interactive-learning,"""Language learning platform that provides interactive lessons and exercises for practicing vocabulary, grammar, and comprehension.""",https://librelingo.app/,https://github.com/LibreLingoCommunity/LibreLingo/,AGPL,web,cross-platform|offline-capable|beginner-friendly,beginner,FALSE,2020
lwt,Learning With Texts,Education,language-learning|knowledge-base,"""Language learning system that helps users read and analyze texts by tracking vocabulary, translations, and progress over time.""",https://github.com/HugoFara/lwt/,https://github.com/HugoFara/lwt/,GPL,web,self-hosted|multi-user,intermediate,TRUE,2011
anki,Anki,Education,learning,"""Flashcard-based learning tool that uses spaced repetition to help users memorize information efficiently across a wide range of subjects.""",https://apps.ankiweb.net/,https://github.com/ankitects/anki/,AGPL,linux|macos|windows,cross-platform|offline-capable|synchronization|local-first|beginner-friendly,beginner,FALSE,2006
mnemosyne,Mnemosyne,Education,learning,"""Flashcard learning application that applies spaced repetition algorithms to help users retain knowledge over time.""",https://mnemosyne-proj.org/,https://github.com/mnemosyne-proj/mnemosyne/,GPL,linux|macos|windows,cross-platform|offline-capable|local-first|beginner-friendly,beginner,FALSE,2006
seafile,Seafile,Utilities,file-storage|backup|collaboration,"""File syncing and sharing platform for storing and accessing files across devices, with options for self-hosting and encrypted data storage.""",https://www.seafile.com/,https://github.com/haiwen/seafile/,AGPL,web|linux|macos|windows,self-hosted|synchronization|multi-user|encrypted|privacy-focused|file-management|cloud,intermediate,TRUE,2012
librewolf,LibreWolf,Privacy,browsers,"""Privacy-focused web browser based on Firefox with hardened settings, tracker blocking, and removal of telemetry for a more secure browsing experience.""",https://librewolf.net/,https://codeberg.org/librewolf/source/,MIT,linux|macos|windows,cross-platform|privacy-focused|no-tracking|customizable,intermediate,FALSE,2021
mullvad-browser,Mullvad Browser,Privacy,browsers,"""Web browser developed in collaboration with the Tor Project to minimize tracking and fingerprinting, offering strong privacy protections without requiring the Tor network.""",https://mullvad.net/en/browser,https://gitlab.torproject.org/tpo/applications/mullvad-browser/,MPL,linux|macos|windows,cross-platform|privacy-focused|no-tracking|anonymous,intermediate,FALSE,2023
mullvad-vpn,Mullvad VPN,Privacy,vpn,"""Virtual private network service that encrypts internet traffic and hides user IP addresses, designed for strong privacy with minimal data collection and anonymous account options.""",https://mullvad.net/,https://github.com/mullvad/mullvadvpn-app/,GPL,linux|macos|windows|android|ios,cross-platform|privacy-focused|encrypted|anonymous,beginner,FALSE,2009
wordpress,WordPress,Development,website-builders,"""Content management system for building websites and blogs, with a large ecosystem of themes and plugins for customization and publishing workflows.""",https://wordpress.org/,https://github.com/WordPress/WordPress/,GPL,web|linux|macos|windows,self-hosted|multi-user|plugin-based|customizable|api,beginner,TRUE,2003
deepseek,DeepSeek,AI,llm-tools,"""Large language model platform for text generation, reasoning, and coding tasks, accessible through APIs and interfaces for building AI-powered applications.""",https://www.deepseek.com/,https://github.com/deepseek-ai/,MIT,web|linux|macos|windows,api|llm|cloud,intermediate,FALSE,2023
qwen,Qwen,AI,llm-tools,"""Open-weight language model family for text generation, reasoning, coding, and agent-style workflows, with public weights and tooling for self-hosted use and API-based integration.""",https://qwenlm.ai/,https://github.com/QwenLM/Qwen3/,Apache,web|linux,self-hosted|api|llm,advanced,TRUE,2023
llama,Llama,AI,llm-tools,"""Large language model family from Meta for text generation, reasoning, and coding workloads, with downloadable weights and tooling for local and server-side deployment.""",https://www.llama.com/,https://github.com/meta-llama/llama3/,Llama,web|linux,self-hosted|api|llm,advanced,TRUE,2024
mistral,Mistral,AI,llm-tools,"""Open model family for text generation, reasoning, coding, and multimodal tasks, with official inference tooling and Apache-licensed model releases.""",https://mistral.ai/,https://github.com/mistralai/mistral-inference/,Apache,web|linux,self-hosted|api|llm|cloud,advanced,TRUE,2023
olmo,OLMo,AI,llm-tools,"""Fully open language model family released with code, weights, and supporting research artifacts for training, evaluation, and self-hosted inference.""",https://allenai.org/olmo/,https://github.com/allenai/OLMo-core/,Apache,web|linux,self-hosted|api|llm,advanced,TRUE,2024
bloom,BLOOM,AI,llm-tools,"""Multilingual large language model family built by BigScience for text generation and research, with public weights for self-hosted inference and adaptation.""",https://huggingface.co/bigscience/bloom/,https://huggingface.co/bigscience/bloom/,Custom,web|linux,self-hosted|llm,advanced,TRUE,2022
gemma,Gemma,AI,llm-tools,"""Open-weight model family from Google DeepMind for text and multimodal generation, with downloadable weights and official libraries for local development and fine-tuning.""",https://ai.google.dev/gemma/,https://github.com/google-deepmind/gemma/,Custom,web|linux,self-hosted|api|llm,advanced,TRUE,2024
mimo,MiMo,AI,llm-tools,"""Open language model family from Xiaomi focused on reasoning and agentic performance, with public model code and weights for self-hosted experimentation and deployment.""",https://github.com/XiaomiMiMo/MiMo/,https://github.com/XiaomiMiMo/MiMo/,Apache,web|linux,self-hosted|api|llm,advanced,TRUE,2025
kimi,Kimi,AI,llm-tools,"""Open model family from Moonshot AI for reasoning, coding, and agentic workloads, with public model repositories and downloadable weights for self-hosted use.""",https://kimi.ai/,https://github.com/MoonshotAI/Kimi-K2/,MIT|Custom,web|linux,self-hosted|api|llm|cloud,advanced,TRUE,2025
openclaw,OpenClaw,AI,llm-tools,"""Personal AI assistant platform that runs on your own devices and connects to messaging channels, voice interfaces, and automation workflows with a self-hosted control plane.""",https://openclaw.ai/,https://github.com/openclaw/openclaw/,MIT,linux|macos|windows|android|ios,self-hosted|multi-user|api|customizable,advanced,TRUE,2026
littlebigmouse,Little Big Mouse,Utilities,system-tools,"""Multi-monitor utility for Windows that makes cursor movement feel consistent across displays with different DPI scaling, resolutions, and physical sizes.""",,https://github.com/mgth/LittleBigMouse/,GPL,windows,offline-capable|lightweight|customizable,beginner,FALSE,2015
lustra,Lustra,Productivity,knowledge-base,"""Civic platform for tracking legislation, reading neutral bill summaries, reviewing source documents, and participating in public drafting and voting workflows.""",https://lustra.news/,https://github.com/fokdelafons/lustra/,AGPL,web|android|ios,self-hosted|cloud|multi-user|organization,beginner,TRUE,2026
vscodium,VSCodium,Development,code-editing,"""Telemetry-free build of Visual Studio Code that provides a full-featured code editor with extensions, debugging, and customization without proprietary tracking components.""",https://vscodium.com/,https://github.com/VSCodium/vscodium/,MIT,linux|macos|windows,cross-platform|customizable|plugin-based|no-tracking,intermediate,FALSE,2018
rustdesk,RustDesk,Networking,remote-access,"""Remote desktop software for accessing and controlling computers over a network, with support for self-hosting and encrypted connections for privacy-focused remote access.""",https://rustdesk.com/,https://github.com/rustdesk/rustdesk/,AGPL,linux|macos|windows|android|ios,self-hosted|cross-platform|encrypted,beginner,TRUE,2020
okular,Okular,Productivity,document-editing,"""Document viewer for PDFs and other formats with support for annotations, highlighting, and reading tools across multiple document types.""",https://okular.kde.org/,https://invent.kde.org/graphics/okular/,GPL,linux|windows,cross-platform|offline-capable,beginner,FALSE,2005
ventoy,Ventoy,Utilities,system-tools,"""Tool for creating bootable USB drives that can hold multiple ISO files, allowing users to boot and install operating systems without reformatting the drive.""",https://ventoy.net/,https://github.com/ventoy/Ventoy/,GPL,linux|windows,offline-capable|lightweight,beginner,FALSE,2020
borgbackup,BorgBackup,Utilities,backup,"""Deduplicating backup tool designed for efficient and secure backups, supporting encryption, compression, and incremental storage.""",https://www.borgbackup.org/,https://github.com/borgbackup/borg/,BSD,linux|macos,cli|encrypted|backup|advanced-users,advanced,FALSE,2015
stirling-pdf,Stirling PDF,Utilities,document-editing,"""Self-hosted PDF toolkit for editing, merging, splitting, and converting PDF files through a web interface with a wide range of document operations.""",https://stirlingpdf.io/,https://github.com/Stirling-Tools/Stirling-PDF/,MIT,web|linux,self-hosted|multi-user,beginner,TRUE,2023
mpv,mpv,Media,media-players,"""Lightweight media player for video and audio playback with high-quality rendering, scripting support, and a focus on minimal interface design.""",https://mpv.io/,https://github.com/mpv-player/mpv/,GPL,linux|macos|windows,cross-platform|offline-capable|minimalist,advanced,FALSE,2012
freshrss,FreshRSS,Productivity,bookmarking,"""Self-hosted RSS reader for aggregating and organizing feeds, with support for automation, filtering, and multi-user access through a web interface.""",https://freshrss.org/,https://github.com/FreshRSS/FreshRSS/,AGPL,web|linux,self-hosted|multi-user|automation|organization,intermediate,TRUE,2013
double-commander,Double Commander,Utilities,file-management,"""Dual-pane file manager inspired by Total Commander, offering advanced file operations, tabbed browsing, and plugin support.""",https://doublecmd.sourceforge.io/,https://github.com/doublecmd/doublecmd/,GPL,linux|macos|windows,cross-platform|offline-capable|file-management|customizable,intermediate,FALSE,2007
cryptomator,Cryptomator,Utilities,encryption,"""Encryption tool for securing files in cloud storage by creating encrypted vaults that protect data before it is uploaded or synced.""",https://cryptomator.org/,https://github.com/cryptomator/cryptomator/,GPL,linux|macos|windows|android|ios,cross-platform|encrypted|privacy-focused|file-management,beginner,FALSE,2016
ollama,Ollama,AI,model-management|local-ai,"""Local model runtime and manager for downloading, switching between, and serving open language models through a simple CLI, desktop app, and REST API.""",https://ollama.com/,https://github.com/ollama/ollama/,MIT,linux|macos|windows,self-hosted|api|local-first|llm,beginner,TRUE,2023
anythingllm,AnythingLLM,AI,model-management|local-ai,"""Self-hosted AI workspace for connecting, managing, and using local or cloud language models with chat, documents, agents, and multi-user support.""",https://anythingllm.com/,https://github.com/Mintplex-Labs/anything-llm/,MIT,linux|macos|windows,self-hosted|multi-user|api|customizable|llm|cloud,intermediate,TRUE,2023
auditd,auditd,Security,auditing,"""Linux auditing daemon for recording security-relevant system events, system calls, and policy-defined activity, with tools for searching and reporting on audit logs.""",https://people.redhat.com/sgrubb/audit/,https://github.com/linux-audit/audit-userspace/,GPL|LGPL,linux,cli|real-time|monitoring|advanced-users,advanced,FALSE,2003
lynis,Lynis,Security,auditing|vulnerability-scanning,"""Security auditing and hardening tool for Linux, macOS, and Unix-like systems that scans for weaknesses, compliance issues, and misconfigurations.""",https://cisofy.com/lynis/,https://github.com/CISOfy/lynis/,GPL,linux|macos,cli|cross-platform|advanced-users,advanced,FALSE,2007
openscap,OpenSCAP,Security,auditing|vulnerability-scanning,"""Security compliance and configuration assessment toolkit for validating SCAP content, auditing systems against baselines, and running configuration or vulnerability scans.""",https://www.open-scap.org/,https://github.com/OpenSCAP/openscap/,LGPL,linux,cli|api|automation|advanced-users,advanced,FALSE,2008
aide,AIDE,Security,auditing,"""File and directory integrity checker that builds a trusted database of filesystem metadata and detects unauthorized changes to monitored files.""",https://aide.github.io/,https://github.com/aide/aide/,GPL,linux|macos,cli|monitoring|advanced-users,advanced,FALSE,1999
wazuh,Wazuh,Security,auditing|vulnerability-scanning,"""Security platform for threat detection, file integrity monitoring, compliance workflows, and centralized analysis of data collected from monitored endpoints.""",https://wazuh.com/,https://github.com/wazuh/wazuh/,GPL,web|linux|macos|windows,api|cloud|self-hosted|multi-user|monitoring|real-time|cross-platform,advanced,TRUE,2015
zeek,Zeek,Networking,network-communication,"""Network security monitoring platform that analyzes traffic in real time and produces high-fidelity logs for investigation, detection, and traffic analysis.""",https://zeek.org/,https://github.com/zeek/zeek/,BSD,linux|macos,cli|monitoring|real-time|advanced-users,advanced,FALSE,1998
leek,Leek,Security,auditing|vulnerability-scanning,"""CLI and .NET security auditing tool for detecting breached or weak secrets such as passwords, with support for offline wordlists, APIs, and hash-based analysis.""",https://github.com/SignatureBeef/leek/,https://github.com/SignatureBeef/leek/,GPL,windows,cli|api|offline-capable|advanced-users,advanced,FALSE,2025
remmina,Remmina,Networking,remote-access,"""Remote desktop client for connecting to systems over RDP, SSH, SPICE, VNC, and other protocols from a unified desktop interface.""",https://remmina.org/,https://github.com/FreeRDP/Remmina/,GPL,linux,plugin-based|advanced-users,intermediate,FALSE,2009
apache-guacamole,Apache Guacamole,Networking,remote-access,"""Clientless remote desktop gateway that provides browser-based access to systems over protocols like RDP, VNC, and SSH.""",https://guacamole.apache.org/,https://github.com/apache/guacamole-client/,Apache,web,self-hosted|api|multi-user|real-time,intermediate,TRUE,2013
meshcentral,MeshCentral,Networking,remote-access,"""Web-based remote management platform for remotely controlling computers with browser-based desktop, terminal, and file access, plus agent-based device management.""",https://meshcentral.com/,https://github.com/Ylianst/MeshCentral/,Apache,web|linux|macos|windows,self-hosted|api|multi-user|real-time|cross-platform,advanced,TRUE,2010
tigervnc,TigerVNC,Networking,remote-access,"""Remote desktop software that provides high-performance VNC client and server components for accessing and sharing graphical desktops across platforms.""",https://tigervnc.org/,https://github.com/TigerVNC/tigervnc/,GPL,linux|macos|windows,cross-platform|real-time|advanced-users,intermediate,FALSE,2009
xrdp,xrdp,Networking,remote-access,"""Remote Desktop Protocol server for Linux and Unix-like systems that lets standard RDP clients connect to graphical desktop sessions.""",https://www.xrdp.org/,https://github.com/neutrinolabs/xrdp/,Apache,linux,self-hosted|real-time|encrypted|advanced-users,advanced,TRUE,2004
7zip,7-Zip,Utilities,compression,"""File archiver for creating, extracting, and managing compressed archives, with high compression ratios, strong format support, and built-in command-line tools.""",https://www.7-zip.org/,https://sourceforge.net/projects/sevenzip/,LGPL|BSD|Custom,windows,cli|lightweight|beginner-friendly,beginner,FALSE,1999
peazip,PeaZip,Utilities,compression,"""Archive manager for compressing, extracting, and organizing files across many formats, with a desktop interface and advanced options for batch archive handling.""",https://peazip.github.io/,https://github.com/peazip/PeaZip/,LGPL,linux|macos|windows,cross-platform|lightweight|customizable|file-management,beginner,FALSE,2006
nanazip,NanaZip,Utilities,compression,"""Windows archive manager based on 7-Zip with a modern interface for creating, extracting, and browsing compressed files and archives.""",https://github.com/M2Team/NanaZip/,https://github.com/M2Team/NanaZip/,MIT|Custom,windows,lightweight|customizable|beginner-friendly,beginner,FALSE,2021
superset,Apache Superset,Data,data-visualization|analytics,"""Data exploration and dashboarding platform for querying sources, building charts, and sharing interactive visualizations across teams.""",https://superset.apache.org/,https://github.com/apache/superset/,Apache,web,self-hosted|api|plugin-based|multi-user|customizable|advanced-users,intermediate,TRUE,2015
metabase,Metabase,Data,data-visualization|analytics,"""Business intelligence platform for querying databases, building dashboards, and making metrics accessible through a simple web interface.""",https://www.metabase.com/,https://github.com/metabase/metabase/,AGPL,web,self-hosted|cloud|api|multi-user|customizable|beginner-friendly,beginner,TRUE,2015
redash,Redash,Data,data-visualization|analytics,"""Data query and dashboard platform for exploring multiple data sources, visualizing results, and sharing charts and dashboards with teams.""",https://redash.io/,https://github.com/getredash/redash/,BSD,web,self-hosted|api|multi-user|customizable|advanced-users,intermediate,TRUE,2013
subversion,Apache Subversion,Development,version-control,"""Centralized version control system for tracking changes to files and directories, with branching, tagging, and repository-based collaboration workflows.""",https://subversion.apache.org/,https://github.com/apache/subversion/,Apache,linux|macos|windows,cross-platform|cli|advanced-users|version-control,intermediate,FALSE,2000
mercurial,Mercurial,Development,version-control,"""Distributed version control system for managing source code with local commits, branching, merging, and scalable workflows across projects of many sizes.""",https://www.mercurial-scm.org/,https://www.mercurial-scm.org/repo/hg/,GPL,linux|macos|windows,cross-platform|cli|advanced-users|version-control,intermediate,FALSE,2005
cvs,CVS,Development,version-control,"""Centralized version control system for recording file history and coordinating changes across teams through a shared repository and client-server workflow.""",https://cvs.nongnu.org/,https://cvs.savannah.nongnu.org/viewvc/cvs/,GPL,linux|macos|windows,cross-platform|cli|advanced-users|version-control,advanced,FALSE,1986
